Causa de muerte;Sexo;Edad;Periodo;Total
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1992;7.678
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1991;7.834
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1990;7.710
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1989;7.553
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1988;7.409
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1987;7.310
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1986;7.077
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1985;6.998
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1984;6.769
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1983;6.692
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1982;6.556
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1981;6.518
068-072  XI.Enfermedades del sistema digestivo;Mujeres;Todas las edades;1980;6.669
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2020;11.138
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2019;11.446
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2018;11.215
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2017;10.666
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2016;10.582
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2015;10.633
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2014;10.071
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2013;10.245
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2012;10.530
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2011;10.359
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2010;10.190
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2009;10.408
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2008;10.307
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2007;10.654
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2006;10.445
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2005;10.541
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2004;10.444
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2003;10.662
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2002;10.237
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2001;10.105
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;2000;10.002
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1999;10.376
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1998;10.351
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1997;10.156
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1996;10.529
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1995;10.381
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1994;10.498
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1993;10.641
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1992;10.774
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1991;11.009
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1990;11.144
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1989;11.099
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1988;10.963
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1987;10.991
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1986;10.956
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1985;10.973
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1984;10.757
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1983;10.600
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1982;10.638
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1981;10.591
068-072  XI.Enfermedades del sistema digestivo;Hombres;Todas las edades;1980;10.736
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2020;1.902
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2019;1.775
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2018;1.826
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2017;1.691
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2016;1.523
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2015;1.563
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2014;1.318
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2013;1.290
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2012;1.306
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2011;1.169
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2010;1.144
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2009;1.197
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2008;1.211
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2007;1.186
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2006;1.083
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2005;1.107
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2004;994
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2003;1.020
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2002;1.012
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2001;983
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;2000;944
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1999;910
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1998;903
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1997;758
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1996;678
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1995;586
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1994;513
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1993;545
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1992;479
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1991;454
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1990;528
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1989;476
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1988;462
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1987;402
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1986;412
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1985;300
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1984;251
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1983;169
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1982;170
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1981;168
073  XII.Enfermedades de la piel y del tejido subcutoneo;Total;Todas las edades;1980;183
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2020;1.255
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2019;1.146
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2018;1.187
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2017;1.137
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2016;988
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2015;1.038
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2014;883
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2013;874
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2012;912
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2011;777
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2010;776
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2009;806
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2008;852
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2007;816
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2006;726
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2005;763
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2004;664
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2003;703
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2002;700
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2001;666
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;2000;642
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1999;628
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1998;615
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1997;523
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1996;482
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1995;405
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1994;364
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1993;385
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1992;339
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1991;305
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1990;367
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1989;333
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1988;321
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1987;284
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1986;292
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1985;215
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1984;170
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1983;107
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1982;119
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1981;112
073  XII.Enfermedades de la piel y del tejido subcutoneo;Mujeres;Todas las edades;1980;119
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2020;647
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2019;629
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2018;639
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2017;554
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2016;535
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2015;525
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2014;435
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2013;416
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2012;394
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2011;392
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2010;368
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2009;391
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2008;359
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2007;370
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2006;357
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2005;344
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2004;330
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2003;317
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2002;312
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2001;317
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;2000;302
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1999;282
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1998;288
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1997;235
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1996;196
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1995;181
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1994;149
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1993;160
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1992;140
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1991;149
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1990;161
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1989;143
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1988;141
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1987;118
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1986;120
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1985;85
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1984;81
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1983;62
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1982;51
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1981;56
073  XII.Enfermedades de la piel y del tejido subcutoneo;Hombres;Todas las edades;1980;64
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2020;5.225
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2019;5.162
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2018;5.205
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2017;5.070
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2016;4.256
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2015;4.148
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2014;3.679
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2013;3.361
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2012;3.766
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2011;3.387
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2010;3.327
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2009;3.461
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2008;3.404
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2007;3.384
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2006;3.363
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2005;3.596
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2004;3.546
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2003;3.558
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2002;3.497
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2001;3.352
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;2000;3.158
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1999;3.208
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1998;3.030
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1997;2.928
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1996;2.893
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1995;2.954
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1994;2.800
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1993;2.763
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1992;2.893
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1991;2.973
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1990;2.847
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1989;2.733
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1988;2.711
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1987;2.540
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1986;2.451
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1985;2.161
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1984;1.431
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1983;587
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1982;538
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1981;492
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Total;Todas las edades;1980;611
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2020;3.496
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2019;3.432
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2018;3.490
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2017;3.371
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2016;2.814
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2015;2.782
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2014;2.411
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2013;2.240
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2012;2.555
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2011;2.341
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2010;2.293
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2009;2.366
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2008;2.315
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2007;2.311
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2006;2.329
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2005;2.497
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2004;2.474
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2003;2.495
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2002;2.445
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2001;2.357
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;2000;2.249
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1999;2.253
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1998;2.107
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1997;2.099
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1996;2.046
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1995;2.134
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1994;1.975
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1993;1.993
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1992;2.037
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1991;2.095
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1990;2.023
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1989;1.966
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1988;1.941
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1987;1.793
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1986;1.719
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1985;1.493
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1984;1.012
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1983;370
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1982;345
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1981;320
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todas las edades;1980;392
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2020;1.729
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2019;1.730
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2018;1.715
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2017;1.699
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2016;1.442
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2015;1.366
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2014;1.268
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2013;1.121
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2012;1.211
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2011;1.046
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2010;1.034
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2009;1.095
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2008;1.089
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2007;1.073
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2006;1.034
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2005;1.099
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2004;1.072
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2003;1.063
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2002;1.052
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2001;995
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;2000;909
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1999;955
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1998;923
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1997;829
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1996;847
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1995;820
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1994;825
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1993;770
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1992;856
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1991;878
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1990;824
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1989;767
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1988;770
074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todas las edades;1987;747
